band,x,y,spatial_ref,admin_commune_2024_10m_b1,admin_quartiers_2024_10m_b1,air_temperature_2017_month_mean_10m_b12,dem_2019_10m_b1,dem_aspect_2019_10m_b1,dem_slope_2019_10m_b1,dem_surface_model_2019_10m_b1,flood_map_2021_10m_b1,hrl_treecover_2018_10m_b1,land_cover_2021_10m_b1,land_use_07_15_18_21_10m_b4,pH_CaCl_10m_b1,protected_areas_2023_10m_b1,public_forests_2024_10m_b1,shadow_2019_10m_b1,soil_map_25000_10m_main_classes_b1,soil_nitrat_10m_b1,twi_2019_10m_b1,Heracleum Mantegazzianum
1,78455.0,76435.0,0,35.0,15.0,290.051,328.0,270.0,2.8624053,337.10422,0.0,0.0,20.0,115.0,5.29489,0.0,-3.4028235e+38,0.47006178,11.0,1.8113563,0.15434437,False
1,78455.0,76175.0,0,35.0,15.0,290.36365,325.0,245.55605,8.588925,330.34973,0.0,0.0,20.0,612.0,5.295395,0.0,-3.4028235e+38,0.07653075,3.0,1.7918887,0.19465007,False
1,78455.0,78675.0,0,35.0,8.0,286.2847,362.0,146.30994,5.1506524,362.80353,0.0,0.0,92.0,210.0,5.0813303,0.0,-3.4028235e+38,0.06967168,3.0,2.3501859,0.23563474,False
1,78455.0,76015.0,0,35.0,15.0,289.8208,313.0,164.53879,31.364782,322.42505,0.0,45.0,70.0,115.0,5.338995,0.0,-3.4028235e+38,0.66247255,5.0,1.8864924,0.13515747,False
1,78455.0,77915.0,0,0.0,0.0,288.88272,318.0,319.96973,39.222748,318.30112,0.0,79.0,70.0,0.0,5.5431247,250.0,-3.4028235e+38,0.853062,5.0,2.4244616,0.20681997,False
1,78455.0,74625.0,0,61.0,3.0,289.83057,273.0,149.03624,36.087147,297.78668,0.0,81.0,70.0,313.0,5.3671823,0.0,1.0,0.7235617,5.0,2.5540574,0.17173415,False
1,78455.0,74055.0,0,61.0,13.0,289.72382,260.0,218.88449,26.464474,275.15695,0.0,78.0,70.0,313.0,5.412345,0.0,-3.4028235e+38,0.70894104,5.0,2.0072553,0.21020478,False
1,78455.0,71015.0,0,0.0,0.0,289.85086,310.0,288.43494,4.520228,315.73572,0.0,0.0,10.0,0.0,5.590055,0.0,-3.4028235e+38,0.4206457,11.0,2.1770194,0.17778945,False
1,78455.0,78615.0,0,35.0,8.0,286.2939,357.0,156.8014,5.438008,357.35684,0.0,0.0,92.0,210.0,5.1360245,0.0,-3.4028235e+38,0.03831689,3.0,2.3350382,0.24566191,False
1,78455.0,78015.0,0,35.0,24.0,288.87155,275.0,330.25513,21.955,291.9713,0.0,84.0,70.0,313.0,5.4964323,250.0,2.0,0.732639,5.0,2.408265,0.19568524,False
1,78455.0,77195.0,0,35.0,15.0,288.8839,341.0,296.56503,3.1996014,348.82016,0.0,46.0,70.0,111.0,5.5506916,0.0,-3.4028235e+38,0.65497065,5.0,2.254874,0.19113323,False
1,78455.0,75825.0,0,35.0,19.0,288.55383,319.0,225.0,3.0357237,340.98315,0.0,69.0,70.0,115.0,5.36358,0.0,-3.4028235e+38,0.53108686,5.0,2.0592322,0.1817097,False
1,78455.0,75515.0,0,35.0,7.0,288.6278,289.0,326.30994,32.250755,311.6072,0.0,76.0,70.0,313.0,5.372246,0.0,1.0,0.6743043,3.0,2.3693945,0.21515262,False
1,78455.0,75575.0,0,35.0,7.0,288.41663,266.0,320.19443,30.360437,290.97678,0.0,78.0,70.0,313.0,5.3722568,0.0,1.0,0.70045656,3.0,2.2664726,0.19784676,False
1,78455.0,75345.0,0,54.0,5.0,288.72992,310.0,270.0,5.710593,311.73856,0.0,0.0,70.0,111.0,5.3667583,0.0,-3.4028235e+38,0.45347536,3.0,2.5462742,0.20225112,False
1,78455.0,72775.0,0,61.0,4.0,287.88647,301.0,270.0,2.8624053,301.42953,0.0,0.0,91.0,220.0,5.6274185,0.0,-3.4028235e+38,0.08115133,8.0,1.8517356,0.21412043,False
1,78455.0,76785.0,0,35.0,15.0,289.29037,339.0,293.19858,5.438008,343.0492,0.0,0.0,70.0,111.0,5.401236,0.0,-3.4028235e+38,0.5515724,11.0,2.018119,0.18900375,False
1,78455.0,75535.0,0,35.0,7.0,288.41663,282.0,320.35583,29.603762,300.5561,0.0,77.0,70.0,313.0,5.372246,0.0,1.0,0.7881596,3.0,2.3693945,0.20610015,False
1,78455.0,73015.0,0,61.0,4.0,289.88538,296.0,315.0,3.0357237,297.19702,0.0,0.0,92.0,210.0,5.597306,0.0,-3.4028235e+38,0.0805525,8.0,1.8075238,0.21109383,False
1,78455.0,78655.0,0,35.0,8.0,286.2847,360.0,161.56505,4.520228,361.37747,0.0,0.0,92.0,210.0,5.0813303,0.0,-3.4028235e+38,0.048463173,3.0,2.3350382,0.2242358,False
1,78455.0,75005.0,0,54.0,21.0,290.07303,267.0,205.34618,27.726187,283.47815,0.0,0.0,70.0,313.0,5.35514,0.0,-3.4028235e+38,0.598832,5.0,2.6653929,0.19341074,False
1,78455.0,76125.0,0,35.0,15.0,290.4958,324.0,188.1301,5.051152,322.25214,0.0,0.0,20.0,650.0,5.3190956,0.0,-3.4028235e+38,0.09176608,5.0,1.8266963,0.1927754,False
1,78455.0,74595.0,0,61.0,3.0,289.83057,251.0,150.70863,30.4399,271.01453,0.0,81.0,70.0,313.0,5.3671823,0.0,1.0,0.7311163,5.0,2.5540574,0.1948026,False
1,78455.0,75005.0,0,54.0,21.0,290.07303,267.0,205.34618,27.726187,283.47815,0.0,0.0,70.0,313.0,5.35514,0.0,-3.4028235e+38,0.598832,5.0,2.6653929,0.19341074,False
1,78455.0,74865.0,0,61.0,3.0,290.22488,249.0,18.434948,6.762861,257.08102,1.0,65.0,60.0,511.0,5.356799,0.0,-3.4028235e+38,0.7820489,5.0,2.6440713,0.46923235,False
1,78455.0,77185.0,0,35.0,15.0,288.8839,342.0,315.0,3.0357237,349.66666,0.0,0.0,70.0,111.0,5.5506916,0.0,-3.4028235e+38,0.57152194,5.0,2.254874,0.1954873,False
1,78455.0,73145.0,0,61.0,4.0,290.35873,294.0,-9999.0,0.0,298.58945,0.0,0.0,80.0,111.0,5.5791955,0.0,-3.4028235e+38,0.4931234,8.0,1.800269,0.19369832,False
1,78455.0,75155.0,0,75.0,5.0,289.75497,308.0,98.130104,5.051152,309.3976,0.0,0.0,20.0,143.0,5.3625746,0.0,-3.4028235e+38,0.17408141,5.0,2.6474023,0.34782258,False
1,76165.0,72705.0,0,61.0,6.0,291.3219,291.0,135.0,4.0446916,299.6938,0.0,68.0,70.0,111.0,5.9602065,0.0,-3.4028235e+38,0.5999465,5.0,2.1672425,0.1985972,False
1,76165.0,78055.0,0,101.0,18.0,289.45258,320.0,104.03624,5.8851295,335.64352,0.0,86.0,70.0,313.0,4.971779,253.0,1.0,0.810686,5.0,2.3989906,0.19435859,False
1,76165.0,77915.0,0,101.0,18.0,289.30255,308.0,71.56505,15.466728,327.48862,0.0,84.0,70.0,313.0,5.04951,253.0,1.0,0.73657274,5.0,2.4166515,0.21299447,False
1,76165.0,73055.0,0,61.0,11.0,291.19983,287.0,243.43495,3.1996014,289.48807,0.0,0.0,20.0,450.0,5.8859873,0.0,-3.4028235e+38,0.081677586,5.0,2.1483748,0.19670415,False
1,76165.0,76245.0,0,75.0,27.0,289.84558,323.0,251.56505,2.263636,324.50006,0.0,0.0,91.0,111.0,5.3940554,0.0,-3.4028235e+38,0.5280517,5.0,2.3356073,0.17956173,False
1,76165.0,74315.0,0,61.0,14.0,291.2766,275.0,206.56505,3.1996014,284.84988,0.0,0.0,10.0,111.0,5.8761196,0.0,-3.4028235e+38,0.5199365,5.0,2.1208754,0.24435978,False
1,76165.0,75075.0,0,61.0,2.0,290.61023,304.0,-9999.0,0.0,305.22598,0.0,0.0,10.0,650.0,5.4468365,0.0,-3.4028235e+38,0.2903249,5.0,2.0514252,0.24433482,False
1,76165.0,75055.0,0,61.0,2.0,290.61023,304.0,180.0,2.8624053,308.80328,0.0,0.0,20.0,111.0,5.4468365,0.0,-3.4028235e+38,0.508244,5.0,2.0547864,0.20589198,False
1,76165.0,76365.0,0,75.0,27.0,289.82327,325.0,270.0,2.8624053,330.02548,0.0,0.0,70.0,115.0,5.4279647,0.0,-3.4028235e+38,0.61719924,5.0,2.371596,0.18970744,False
1,76165.0,75045.0,0,61.0,2.0,290.61023,303.0,191.30994,3.6469705,317.95782,0.0,0.0,10.0,111.0,5.4494314,0.0,-3.4028235e+38,0.23984645,5.0,2.0547864,0.20014913,False
1,76165.0,75795.0,0,101.0,22.0,290.56815,292.0,60.524117,33.44445,296.04706,0.0,0.0,70.0,313.0,5.41512,0.0,-3.4028235e+38,0.521063,5.0,2.1758387,0.14661919,False
1,76165.0,75385.0,0,61.0,2.0,290.41852,292.0,45.0,1.0127505,294.64716,0.0,0.0,20.0,111.0,5.436095,0.0,-3.4028235e+38,0.58498055,5.0,2.0613434,0.4413983,False
1,76165.0,74905.0,0,61.0,2.0,290.50153,295.0,180.0,5.710593,302.59335,0.0,0.0,10.0,111.0,5.4654536,0.0,-3.4028235e+38,0.54909426,5.0,2.0596678,0.18300676,False
1,76165.0,73015.0,0,61.0,11.0,291.01605,287.0,270.0,2.8624053,289.5353,0.0,0.0,20.0,113.0,5.902944,0.0,-3.4028235e+38,0.07498854,5.0,2.1483748,0.20286082,False
1,76165.0,74155.0,0,61.0,14.0,291.35486,272.0,135.0,1.0127505,277.5253,0.0,0.0,70.0,111.0,5.9101076,0.0,-3.4028235e+38,0.5797083,5.0,2.1534376,0.21332341,False
1,76165.0,75585.0,0,61.0,2.0,290.51007,304.0,71.56505,6.762861,310.23743,0.0,0.0,70.0,115.0,5.426557,0.0,-3.4028235e+38,0.59958726,5.0,2.1070507,0.18179515,False
1,76165.0,75155.0,0,61.0,2.0,290.4269,305.0,-9999.0,0.0,308.0199,0.0,0.0,20.0,160.0,5.443735,0.0,-3.4028235e+38,0.41048205,5.0,2.0514252,0.20123379,False
1,76165.0,72295.0,0,61.0,11.0,291.27344,286.0,-9999.0,0.0,300.78027,0.0,0.0,10.0,114.0,6.048133,0.0,-3.4028235e+38,0.08667925,8.0,2.2850418,0.22154526,False
1,76165.0,74795.0,0,61.0,2.0,290.35995,291.0,180.0,2.8624053,299.256,0.0,0.0,10.0,111.0,5.5333753,0.0,-3.4028235e+38,0.3605694,5.0,2.0660691,0.36975276,False
1,76165.0,74195.0,0,61.0,14.0,291.35486,272.0,90.0,2.8624053,277.7941,0.0,0.0,70.0,111.0,5.9101076,0.0,-3.4028235e+38,0.6600945,5.0,2.1363966,0.34034863,False
1,76165.0,77315.0,0,101.0,18.0,289.6743,299.0,166.6075,15.100918,322.62952,0.0,84.0,70.0,313.0,5.311586,253.0,1.0,0.6540304,5.0,2.4506185,0.19465339,False
1,76165.0,72515.0,0,61.0,11.0,291.26813,287.0,-9999.0,0.0,289.30753,0.0,0.0,10.0,113.0,6.0004926,0.0,-3.4028235e+38,0.07919815,8.0,2.2146192,0.20872857,False
1,76165.0,79235.0,0,35.0,18.0,289.78894,348.0,71.56505,2.263636,347.9143,0.0,0.0,91.0,210.0,4.9373713,0.0,-3.4028235e+38,0.186121,3.0,2.499646,0.21387869,False
1,76165.0,74165.0,0,61.0,14.0,291.35486,272.0,135.0,1.0127505,273.83163,0.0,0.0,20.0,111.0,5.9101076,0.0,-3.4028235e+38,0.3578497,5.0,2.1534376,0.19212323,False
1,76165.0,76745.0,0,75.0,27.0,289.51456,332.0,315.0,3.0357237,337.2028,0.0,0.0,20.0,111.0,5.4606786,0.0,-3.4028235e+38,0.57139105,5.0,2.456583,0.30218592,False
1,76165.0,79075.0,0,35.0,18.0,290.06125,349.0,225.0,1.0127505,349.30835,0.0,0.0,92.0,210.0,4.894672,0.0,-3.4028235e+38,0.06488864,3.0,2.458209,0.20614487,False
1,76165.0,75195.0,0,61.0,2.0,290.4269,305.0,270.0,2.8624053,325.09555,0.0,0.0,10.0,160.0,5.443735,0.0,-3.4028235e+38,0.27368745,5.0,2.0495234,0.18203866,False
1,76165.0,74365.0,0,61.0,14.0,291.16693,278.0,225.0,4.0446916,283.5483,0.0,0.0,70.0,111.0,5.827326,0.0,-3.4028235e+38,0.70194453,5.0,2.1208754,0.22652674,False
1,76165.0,78455.0,0,35.0,18.0,289.4449,314.0,253.61046,12.4894,334.1791,0.0,83.0,70.0,311.0,4.8589125,0.0,-3.4028235e+38,0.6688746,5.0,2.3245192,0.21481186,False
1,76165.0,78015.0,0,101.0,18.0,289.35376,315.0,165.96376,11.648635,331.9755,0.0,83.0,70.0,313.0,5.009265,253.0,1.0,0.8463045,5.0,2.3989906,0.1848692,False
1,76165.0,76145.0,0,101.0,27.0,290.2592,319.0,161.56505,4.520228,326.25812,0.0,0.0,70.0,111.0,5.39583,0.0,-3.4028235e+38,0.53758925,5.0,2.2965667,0.19440834,False
1,76165.0,70015.0,0,61.0,11.0,288.76648,296.0,161.56505,2.263636,300.67197,0.0,0.0,91.0,133.0,4.9394975,0.0,-3.4028235e+38,0.3468576,4.0,2.6289783,0.21144427,False
1,76165.0,74985.0,0,61.0,2.0,290.56186,299.0,210.96376,4.16874,304.78125,0.0,0.0,10.0,111.0,5.4494314,0.0,-3.4028235e+38,0.3081296,5.0,2.0547864,0.2172761,False
1,76165.0,72015.0,0,61.0,11.0,291.27072,292.0,341.56506,2.263636,291.63837,0.0,0.0,80.0,113.0,6.1368027,0.0,-3.4028235e+38,0.27002808,8.0,2.4102278,0.19043405,False
1,76165.0,72205.0,0,61.0,11.0,291.19592,285.0,135.0,1.0127505,301.24365,0.0,0.0,10.0,114.0,6.0788007,0.0,-3.4028235e+38,0.21992521,8.0,2.3255155,0.22235467,False
1,76165.0,75145.0,0,61.0,2.0,290.4269,305.0,-9999.0,0.0,306.04944,0.0,0.0,10.0,160.0,5.4468365,0.0,-3.4028235e+38,0.14172702,5.0,2.0514252,0.21179861,False
1,76165.0,74865.0,0,61.0,2.0,290.50153,293.0,180.0,2.8624053,306.67728,0.0,0.0,10.0,111.0,5.4654536,0.0,-3.4028235e+38,0.41528845,5.0,2.0660691,0.21177922,False
1,76165.0,75785.0,0,101.0,22.0,290.56815,293.0,93.99091,28.31608,299.7296,0.0,70.0,91.0,313.0,5.41512,0.0,-3.4028235e+38,0.685575,5.0,2.1758387,0.14574887,False
1,76165.0,77165.0,0,101.0,18.0,289.76035,259.0,170.53767,8.64667,265.82037,0.0,0.0,10.0,111.0,5.355864,0.0,-3.4028235e+38,0.39309376,5.0,2.4616694,0.20349914,False
1,76165.0,76015.0,0,101.0,22.0,290.7482,309.0,198.43495,6.762861,310.89642,0.0,0.0,20.0,612.0,5.4017844,0.0,-3.4028235e+38,0.22799447,5.0,2.255945,0.19422343,False
1,76165.0,74865.0,0,61.0,2.0,290.50153,293.0,180.0,2.8624053,306.67728,0.0,0.0,10.0,111.0,5.4654536,0.0,-3.4028235e+38,0.41528845,5.0,2.0660691,0.21177922,False
1,76165.0,76005.0,0,101.0,22.0,290.7482,308.0,186.3402,6.4579544,314.57535,0.0,0.0,70.0,114.0,5.4017844,0.0,-3.4028235e+38,0.5813775,5.0,2.255945,0.194052,False
1,76165.0,75415.0,0,61.0,2.0,290.41852,294.0,165.96376,5.8851295,302.78137,0.0,0.0,10.0,111.0,5.436095,0.0,-3.4028235e+38,0.29294217,5.0,2.0613434,0.46174434,False
1,76165.0,74865.0,0,61.0,2.0,290.50153,293.0,180.0,2.8624053,306.67728,0.0,0.0,10.0,111.0,5.4654536,0.0,-3.4028235e+38,0.41528845,5.0,2.0660691,0.21177922,False
1,76165.0,76315.0,0,75.0,27.0,289.84558,324.0,225.0,2.0248685,329.8347,0.0,0.0,91.0,115.0,5.407607,0.0,-3.4028235e+38,0.44122505,5.0,2.371596,0.19580902,False
1,76165.0,75005.0,0,61.0,2.0,290.56186,301.0,206.56505,3.1996014,303.7386,0.0,52.0,91.0,111.0,5.4494314,0.0,-3.4028235e+38,0.46487957,5.0,2.0547864,0.18948112,False
1,76165.0,75655.0,0,101.0,22.0,290.50943,292.0,60.524117,18.275606,291.9481,0.0,0.0,80.0,134.0,5.421076,0.0,-3.4028235e+38,0.648656,5.0,2.1070507,0.26511884,False
1,76165.0,78295.0,0,101.0,18.0,289.349,310.0,64.98311,11.6902075,320.72324,0.0,73.0,80.0,313.0,4.90695,253.0,1.0,0.83666974,5.0,2.339701,0.23952693,False
1,76165.0,76935.0,0,101.0,18.0,289.87448,306.0,344.2488,26.863127,303.64502,0.0,70.0,70.0,313.0,5.4480386,0.0,-3.4028235e+38,0.8446351,5.0,2.465855,0.21316378,False
1,76165.0,74785.0,0,61.0,2.0,290.35995,291.0,-9999.0,0.0,294.93204,0.0,0.0,20.0,111.0,5.5333753,0.0,-3.4028235e+38,0.44378936,5.0,2.0660691,0.2276179,False
1,76165.0,75295.0,0,61.0,2.0,290.3513,303.0,326.30994,5.1506524,304.09393,0.0,0.0,80.0,115.0,5.4401526,0.0,-3.4028235e+38,0.32942432,5.0,2.0508208,0.20828687,False
1,76165.0,79015.0,0,35.0,18.0,290.04288,348.0,-9999.0,0.0,349.19916,0.0,0.0,10.0,112.0,4.8603015,0.0,-3.4028235e+38,0.11995842,3.0,2.4181588,0.20628442,False
1,76165.0,78245.0,0,101.0,18.0,289.349,317.0,75.57923,24.310253,332.7562,0.0,93.0,70.0,313.0,4.9375186,253.0,1.0,0.612347,5.0,2.3585103,0.18026592,False
1,76165.0,74245.0,0,61.0,14.0,291.2766,273.0,180.0,2.8624053,273.21948,0.0,0.0,20.0,612.0,5.9101076,0.0,-3.4028235e+38,0.30503917,5.0,2.1363966,0.24459274,False
1,76165.0,74785.0,0,61.0,2.0,290.35995,291.0,-9999.0,0.0,294.93204,0.0,0.0,20.0,111.0,5.5333753,0.0,-3.4028235e+38,0.44378936,5.0,2.0660691,0.2276179,False
1,76165.0,75495.0,0,61.0,2.0,290.38193,302.0,90.0,2.8624053,303.47202,0.0,0.0,20.0,612.0,5.4315634,0.0,-3.4028235e+38,0.13769275,5.0,2.0805767,0.20281678,False
1,76165.0,75005.0,0,61.0,2.0,290.56186,301.0,206.56505,3.1996014,303.7386,0.0,52.0,91.0,111.0,5.4494314,0.0,-3.4028235e+38,0.46487957,5.0,2.0547864,0.18948112,False
1,76165.0,75155.0,0,61.0,2.0,290.4269,305.0,-9999.0,0.0,308.0199,0.0,0.0,20.0,160.0,5.443735,0.0,-3.4028235e+38,0.41048205,5.0,2.0514252,0.20123379,False
1,76165.0,77015.0,0,35.0,18.0,289.87448,270.0,336.0375,26.217613,272.94836,0.0,70.0,70.0,313.0,5.4281507,0.0,-3.4028235e+38,0.7594452,5.0,2.4650323,0.23263793,False
1,76165.0,73825.0,0,61.0,14.0,291.42325,264.0,-9999.0,0.0,264.08746,0.0,0.0,20.0,650.0,5.8574347,0.0,-3.4028235e+38,0.15142506,5.0,2.174056,0.43890855,False
1,76165.0,77515.0,0,101.0,18.0,289.5095,318.0,146.30994,5.1506524,324.27386,0.0,0.0,70.0,143.0,5.2287483,0.0,-3.4028235e+38,0.48132187,5.0,2.4392934,0.19445452,False
1,76165.0,75465.0,0,61.0,2.0,290.38193,302.0,135.0,3.0357237,314.34015,0.0,0.0,10.0,111.0,5.4315634,0.0,-3.4028235e+38,0.3074181,5.0,2.0613434,0.20688273,False
1,76165.0,75515.0,0,61.0,2.0,290.38193,302.0,135.0,3.0357237,325.12924,0.0,0.0,10.0,115.0,5.4315634,0.0,-3.4028235e+38,0.32690367,5.0,2.0805767,0.20511092,False
1,76165.0,76985.0,0,101.0,18.0,289.87448,282.0,333.43497,26.707668,296.54095,0.0,69.0,70.0,313.0,5.4281507,0.0,-3.4028235e+38,0.75024927,5.0,2.4650323,0.21754766,False
1,76165.0,74165.0,0,61.0,14.0,291.35486,272.0,135.0,1.0127505,273.83163,0.0,0.0,20.0,111.0,5.9101076,0.0,-3.4028235e+38,0.3578497,5.0,2.1534376,0.19212323,False
1,76165.0,75565.0,0,61.0,2.0,290.51007,304.0,98.130104,5.051152,310.0929,0.0,0.0,70.0,115.0,5.426557,0.0,-3.4028235e+38,0.6884852,5.0,2.0805767,0.1795132,False
1,76165.0,72485.0,0,61.0,11.0,291.26813,287.0,-9999.0,0.0,289.67722,0.0,0.0,20.0,113.0,6.0004926,0.0,-3.4028235e+38,0.55363077,8.0,2.2146192,0.20075662,False
1,76165.0,75695.0,0,101.0,22.0,290.50943,289.0,84.472466,21.271475,294.75473,0.0,0.0,20.0,111.0,5.421076,0.0,-3.4028235e+38,0.54351133,5.0,2.1392946,0.26003104,False
1,76165.0,75085.0,0,61.0,2.0,290.61023,304.0,-9999.0,0.0,304.80383,0.0,0.0,10.0,650.0,5.4468365,0.0,-3.4028235e+38,0.09584873,5.0,2.0514252,0.32142487,False
1,76165.0,75445.0,0,61.0,2.0,290.38193,301.0,149.03624,4.16874,304.13486,0.0,0.0,80.0,111.0,5.436095,0.0,-3.4028235e+38,0.42077094,5.0,2.0613434,0.18876904,False
1,76165.0,76005.0,0,101.0,22.0,290.7482,308.0,186.3402,6.4579544,314.57535,0.0,0.0,70.0,114.0,5.4017844,0.0,-3.4028235e+38,0.5813775,5.0,2.255945,0.194052,False
1,76165.0,74855.0,0,61.0,2.0,290.50153,293.0,180.0,1.4320962,301.01807,0.0,0.0,80.0,111.0,5.4654536,0.0,-3.4028235e+38,0.5933382,5.0,2.0660691,0.19319755,False
1,76165.0,76435.0,0,101.0,27.0,290.07703,325.0,225.0,3.0357237,326.0021,0.0,0.0,20.0,111.0,5.4279647,0.0,-3.4028235e+38,0.3899173,5.0,2.4029176,0.20078309,False
1,76165.0,76175.0,0,101.0,27.0,290.2592,320.0,-9999.0,0.0,320.84964,0.0,0.0,20.0,111.0,5.3940554,0.0,-3.4028235e+38,0.38054788,5.0,2.3356073,0.20353892,False
1,76165.0,78675.0,0,35.0,18.0,289.40228,338.0,233.1301,7.125016,353.6129,0.0,95.0,70.0,313.0,4.8274403,0.0,1.0,0.74497956,3.0,2.32079,0.19249335,False
1,76165.0,76015.0,0,101.0,22.0,290.7482,309.0,198.43495,6.762861,310.89642,0.0,0.0,20.0,612.0,5.4017844,0.0,-3.4028235e+38,0.22799447,5.0,2.255945,0.19422343,False
1,76165.0,77915.0,0,101.0,18.0,289.30255,308.0,71.56505,15.466728,327.48862,0.0,84.0,70.0,313.0,5.04951,253.0,1.0,0.73657274,5.0,2.4166515,0.21299447,False
1,76165.0,74625.0,0,61.0,14.0,290.6989,287.0,225.0,1.0127505,286.77567,0.0,0.0,70.0,111.0,5.6951766,0.0,-3.4028235e+38,0.30556488,5.0,2.0834317,0.19416422,False
1,76165.0,74055.0,0,61.0,14.0,291.35294,269.0,135.0,3.0357237,274.6406,0.0,0.0,70.0,134.0,5.9268246,0.0,-3.4028235e+38,0.45200503,5.0,2.1671429,0.18670256,False
1,76165.0,71015.0,0,61.0,11.0,287.8635,299.0,45.0,1.0127505,299.2902,0.0,0.0,20.0,220.0,5.5782537,0.0,-3.4028235e+38,0.073459506,8.0,2.4742079,0.20640236,False
1,76165.0,78615.0,0,35.0,18.0,289.40878,331.0,225.0,11.004088,347.97534,0.0,92.0,70.0,313.0,4.841829,0.0,1.0,0.6790864,5.0,2.3130586,0.18823783,False
1,76165.0,78015.0,0,101.0,18.0,289.35376,315.0,165.96376,11.648635,331.9755,0.0,83.0,70.0,313.0,5.009265,253.0,1.0,0.8463045,5.0,2.3989906,0.1848692,False
1,76165.0,77195.0,0,101.0,18.0,289.76035,267.0,190.00798,12.17678,271.39362,0.0,0.0,70.0,111.0,5.355864,0.0,-3.4028235e+38,0.6155688,5.0,2.4565902,0.25714073,False
1,76165.0,75825.0,0,101.0,22.0,290.56815,284.0,11.309928,3.6469705,284.6465,0.0,0.0,20.0,612.0,5.41512,0.0,-3.4028235e+38,0.4156407,5.0,2.1758387,0.19893442,False
1,76165.0,75515.0,0,61.0,2.0,290.38193,302.0,135.0,3.0357237,325.12924,0.0,0.0,10.0,115.0,5.4315634,0.0,-3.4028235e+38,0.32690367,5.0,2.0805767,0.20511092,False
1,76165.0,75575.0,0,61.0,2.0,290.51007,305.0,90.0,5.710593,308.18323,0.0,0.0,20.0,115.0,5.426557,0.0,-3.4028235e+38,0.4758831,5.0,2.1070507,0.18340816,False
1,76165.0,75345.0,0,61.0,2.0,290.41852,295.0,345.25644,13.797973,305.3697,0.0,0.0,70.0,111.0,5.4401526,0.0,-3.4028235e+38,0.67239183,5.0,2.0508208,0.45411456,False
1,76165.0,72775.0,0,61.0,6.0,291.33905,291.0,348.69006,3.6469705,294.53125,0.0,0.0,70.0,220.0,5.940127,0.0,-3.4028235e+38,0.27356845,5.0,2.1555865,0.1923563,False
1,76165.0,76785.0,0,75.0,27.0,289.51456,331.0,333.43497,3.1996014,335.8048,0.0,0.0,80.0,111.0,5.458522,0.0,-3.4028235e+38,0.5397319,5.0,2.463313,0.1955545,False
1,76165.0,75535.0,0,61.0,2.0,290.51007,304.0,153.43495,3.1996014,303.59814,0.0,0.0,20.0,115.0,5.4315634,0.0,-3.4028235e+38,0.2217616,5.0,2.0805767,0.36318138,False
1,76165.0,73015.0,0,61.0,11.0,291.01605,287.0,270.0,2.8624053,289.5353,0.0,0.0,20.0,113.0,5.902944,0.0,-3.4028235e+38,0.07498854,5.0,2.1483748,0.20286082,False
1,76165.0,78655.0,0,35.0,18.0,289.40228,336.0,215.53767,6.1373796,350.93457,0.0,92.0,70.0,313.0,4.8274403,0.0,1.0,0.7514196,3.0,2.3130586,0.18199094,False
1,76165.0,75005.0,0,61.0,2.0,290.56186,301.0,206.56505,3.1996014,303.7386,0.0,52.0,91.0,111.0,5.4494314,0.0,-3.4028235e+38,0.46487957,5.0,2.0547864,0.18948112,False
1,76165.0,76125.0,0,101.0,27.0,290.65036,318.0,153.43495,3.1996014,322.2436,0.0,0.0,80.0,111.0,5.39583,0.0,-3.4028235e+38,0.59438264,5.0,2.2965667,0.1887954,False
1,76165.0,74595.0,0,61.0,14.0,290.6989,286.0,-9999.0,0.0,285.80066,0.0,0.0,20.0,111.0,5.6951766,0.0,-3.4028235e+38,0.46728283,5.0,2.0834317,0.19567934,False
1,76165.0,75005.0,0,61.0,2.0,290.56186,301.0,206.56505,3.1996014,303.7386,0.0,52.0,91.0,111.0,5.4494314,0.0,-3.4028235e+38,0.46487957,5.0,2.0547864,0.18948112,False
1,76165.0,74865.0,0,61.0,2.0,290.50153,293.0,180.0,2.8624053,306.67728,0.0,0.0,10.0,111.0,5.4654536,0.0,-3.4028235e+38,0.41528845,5.0,2.0660691,0.21177922,False
1,76165.0,77185.0,0,101.0,18.0,289.76035,265.0,188.97263,13.519691,269.0591,0.0,0.0,10.0,111.0,5.355864,0.0,-3.4028235e+38,0.38925937,5.0,2.4565902,0.21438473,False
1,76165.0,73145.0,0,61.0,11.0,291.42963,287.0,281.30994,3.6469705,287.6472,0.0,0.0,91.0,450.0,5.8859873,0.0,-3.4028235e+38,0.13171053,5.0,2.1463687,0.18971784,False
1,76165.0,75155.0,0,61.0,2.0,290.4269,305.0,-9999.0,0.0,308.0199,0.0,0.0,20.0,160.0,5.443735,0.0,-3.4028235e+38,0.41048205,5.0,2.0514252,0.20123379,False
1,76995.0,72705.0,0,61.0,11.0,290.90924,298.0,153.43495,3.1996014,299.6624,0.0,0.0,20.0,111.0,5.756075,0.0,-3.4028235e+38,0.37069982,5.0,1.8682408,0.19910477,False
1,76995.0,78055.0,0,35.0,1.0,289.45062,300.0,40.426083,23.91028,324.91797,0.0,79.0,70.0,311.0,5.428954,0.0,1.0,0.7711416,5.0,2.1697326,0.2425373,False
